Word_Trad,Word_Sim,Stroke-1,Stroke-2,C&B-Subtitle-raw-C1,C&B-Subtitle-raw-C2,C&B-Subtitle-CD-C1,C&B-Subtitle-CD-C2,C&B-Subtitle-raw-W,C&B-Subtitle-CD-W
貫穿,贯穿,11,9,486,17175,408,4855,69,56
貫通,贯通,11,11,486,26617,408,5569,6,6
貫徹,贯彻,11,14,486,2605,408,1616,22,21
責任,责任,11,6,10100,34349,3928,5769,2569,1688
責怪,责怪,11,8,10100,17328,3928,5039,407,335
責問,责问,11,11,10100,64375,3928,6140,10,10
責備,责备,11,12,10100,27669,3928,5661,241,214
責罰,责罚,11,14,10100,2516,3928,1469,18,17
責罵,责骂,11,15,10100,973,3928,710,28,26
責難,责难,11,19,10100,31433,3928,5936,45,34
赦免,赦免,11,7,425,6707,207,2975,256,115
赦罪,赦罪,11,13,425,14242,207,3557,N/A,N/A
趾甲,趾甲,11,5,560,2487,384,1181,36,35
軚盤,軚盘,11,15,N/A,4299,N/A,2302,N/A,N/A
軟化,软化,11,4,2239,11248,1466,4087,32,28
軟木,软木,11,4,2239,4924,1466,1858,3,3
軟件,软件,11,6,2239,31611,1466,5746,301,211
軟床,软床,11,7,2239,8706,1466,3350,1,1
軟性,软性,11,8,2239,28102,1466,5317,N/A,N/A
軟弱,软弱,11,10,2239,3499,1466,2087,379,286
軟骨,软骨,11,10,2239,5311,1466,2149,36,29
軟禁,软禁,11,13,2239,3705,1466,2055,66,39
軟墊,软垫,11,14,2239,1103,1466,697,4,4
軟管,软管,11,14,2239,29106,1466,5850,35,27
軟膏,软膏,11,14,2239,734,1466,446,31,16
軟糖,软糖,11,16,2239,4066,1466,1791,138,87
軟體,软体,11,23,2239,26590,1466,5453,N/A,N/A
逍遙,逍遥,11,14,413,1413,333,925,74,69
透支,透支,11,4,4390,11697,2613,3983,50,47
透光,透光,11,6,4390,17286,2613,4986,5,5
透底,透底,11,8,4390,20210,2613,5431,N/A,N/A
透明,透明,11,8,4390,69749,2613,6202,167,118
透析,透析,11,8,4390,1793,2613,1001,N/A,N/A
透氣,透气,11,10,4390,28334,2613,5724,156,126
透頂,透顶,11,11,4390,5080,2613,2608,191,179
透視,透视,11,11,4390,15581,2613,4668,69,52
透過,透过,11,13,4390,198278,2613,6240,270,218
透徹,透彻,11,14,4390,2605,2613,1616,37,34
透澈,透澈,11,14,4390,78,2613,47,N/A,N/A
透鏡,透镜,11,19,4390,4884,2613,2163,10,8
透露,透露,11,21,4390,5762,2613,2682,559,466
逐一,逐一,11,1,1663,604056,1044,6240,34,32
逐日,逐日,11,4,1663,23151,1044,5161,1,1
逐出,逐出,11,5,1663,129404,1044,6239,73,55
逐字,逐字,11,6,1663,22743,1044,5345,N/A,N/A
逐年,逐年,11,6,1663,54824,1044,6051,10,8
逐次,逐次,11,6,1663,58108,1044,6183,N/A,N/A
逐步,逐步,11,7,1663,11260,1044,4035,57,53
逐客,逐客,11,9,1663,12810,1044,4261,N/A,N/A
逐個,逐个,11,10,1663,452923,1044,6242,44,42
逐漸,逐渐,11,14,1663,1188,1044,678,355,303
途中,途中,11,4,2728,69745,1888,6167,275,249
途徑,途径,11,10,2728,1475,1888,1002,288,248
途經,途经,11,13,2728,80207,1888,6214,40,24
逕自,径自,11,6,1475,98698,1002,6233,6,4
逗留,逗留,11,10,1148,21859,851,5482,127,112
逗笑,逗笑,11,10,1148,22282,851,5225,13,13
逗號,逗号,11,13,1148,21571,851,4673,25,13
逗趣,逗趣,11,15,1148,11378,851,4309,8,8
這些,这些,11,8,633842,113122,6243,6229,36735,5954
這兒,这儿,11,8,633842,105402,6243,6066,24824,4386
這時,这时,11,10,633842,162611,6243,6240,350,297
這般,这般,11,10,633842,4611,6243,2632,31,27
這裏,这里,11,13,633842,190694,6243,6241,53900,5879
這裡,这里,11,12,633842,190694,6243,6241,53900,5879
這麼,这么,11,14,633842,557804,6243,6227,49082,6104
這樣,这样,11,15,633842,161409,6243,6237,64295,6194
這邊,这边,11,19,633842,30972,6243,5769,4651,2442
通才,通才,11,3,26617,46044,5569,6153,N/A,N/A
通天,通天,11,4,26617,127053,5569,6234,10,10
通史,通史,11,5,26617,8002,5569,2553,1,1
通用,通用,11,5,26617,79299,5569,6222,88,77
通行,通行,11,6,26617,73109,5569,6201,104,81
通告,通告,11,7,26617,76599,5569,6197,231,179
通身,通身,11,7,26617,38760,5569,6010,N/A,N/A
通車,通车,11,7,26617,55587,5569,5469,9,9
通例,通例,11,8,26617,3309,5569,2015,1,1
通往,通往,11,8,26617,11516,5569,4269,364,300
通知,通知,11,8,26617,211542,5569,6239,2756,1749
通俗,通俗,11,9,26617,1194,5569,888,32,29
通信,通信,11,9,26617,57928,5569,6108,317,200
通姦,通奸,11,9,26617,1854,5569,794,121,84
通紅,通红,11,9,26617,7485,5569,3015,26,24
通風,通风,11,9,26617,13301,5569,4400,134,99
通宵,通宵,11,10,26617,456,5569,351,157,138
通病,通病,11,10,26617,18032,5569,3998,11,11
通航,通航,11,10,26617,3991,5569,1228,1,1
通訊,通讯,11,10,26617,2547,5569,1265,536,314
通商,通商,11,11,26617,6928,5569,3092,3,3
通婚,通婚,11,11,26617,19494,5569,3555,17,14
通常,通常,11,11,26617,46383,5569,5998,2316,1674
通報,通报,11,12,26617,21904,5569,4965,148,105
通順,通顺,11,12,26617,6884,5569,3621,4,4
通牒,通牒,11,13,26617,50,5569,41,3,3
通話,通话,11,13,26617,99879,5569,6226,960,593
通過,通过,11,13,26617,198278,5569,6240,6216,2799
通道,通道,11,13,26617,230531,5569,6241,622,383
通達,通达,11,13,26617,16413,5569,4056,6,4
通電,通电,11,13,26617,60278,5569,5807,37,31
通暢,通畅,11,14,26617,668,5569,523,28,25
通稱,通称,11,14,26617,6188,5569,3222,4,4
通敵,通敌,11,15,26617,3691,5569,1672,22,16
通緝,通缉,11,15,26617,672,5569,450,214,182
通曉,通晓,11,16,26617,1898,5569,887,45,24
通融,通融,11,16,26617,1507,5569,1030,41,37
通關,通关,11,19,26617,55693,5569,6152,32,23
通靈,通灵,11,24,26617,8472,5569,2941,26,20
逛街,逛街,11,12,993,8599,634,3113,N/A,N/A
逛蕩,逛荡,11,16,993,1916,634,1214,2,2
逝世,逝世,11,5,781,21566,579,5168,44,37
逝去,逝去,11,5,781,232346,579,6241,146,121
逝者,逝者,11,8,781,42245,579,5891,N/A,N/A
逞強,逞强,11,11,355,15755,315,4609,39,36
速成,速成,11,6,6275,61348,2771,6175,16,15
速度,速度,11,9,6275,17384,2771,5042,1433,974
速食,速食,11,9,6275,7168,2771,3036,N/A,N/A
速效,速效,11,10,6275,5768,2771,2978,8,6
速記,速记,11,10,6275,39008,2771,5971,24,14
速率,速率,11,11,6275,2879,2771,1651,27,25
速寫,速写,11,15,6275,16083,2771,4244,17,11
速讀,速读,11,22,6275,7138,2771,2915,N/A,N/A
造化,造化,11,4,11461,11248,4064,4087,19,16
造反,造反,11,4,11461,15920,4064,4941,73,58
造出,造出,11,5,11461,129404,4064,6239,N/A,N/A
造句,造句,11,5,11461,6640,4064,3467,10,10
造字,造字,11,6,11461,22743,4064,5345,N/A,N/A
造成,造成,11,6,11461,61348,4064,6175,2251,1446
造作,造作,11,7,11461,68168,4064,6143,13,12
造形,造形,11,7,11461,6994,4064,3268,N/A,N/A
造型,造型,11,9,11461,7502,4064,3126,717,268
造紙,造纸,11,10,11461,5221,4064,2486,7,7
造假,造假,11,11,11461,12808,4064,4414,37,36
造船,造船,11,11,11461,9979,4064,1838,28,19
造訪,造访,11,11,11461,3050,4064,1675,60,56
造就,造就,11,12,11461,313793,4064,6243,136,119
造詣,造诣,11,13,11461,22,4064,21,19,18
造價,造价,11,15,11461,8767,4064,3598,8,8
造謠,造谣,11,17,11461,685,4064,464,27,24
造孽,造孽,11,20,11461,278,4064,191,3,3
逢迎,逢迎,11,8,388,9589,332,3464,4,4
連日,连日,11,4,11517,23151,4484,5161,2,2
連任,连任,11,6,11517,34349,4484,5769,60,42
連同,连同,11,6,11517,42995,4484,6029,69,61
連年,连年,11,6,11517,54824,4484,6051,4,4
連忙,连忙,11,6,11517,15130,4484,4907,1,1
連成,连成,11,6,11517,61348,4484,6175,1,1
連串,连串,11,7,11517,699,4484,515,N/A,N/A
連坐,连坐,11,7,11517,19613,4484,5211,N/A,N/A
連夜,连夜,11,8,11517,9438,4484,3703,34,34
連射,连射,11,10,11517,7866,4484,2572,N/A,N/A
連帶,连带,11,11,11517,45283,4484,6062,23,22
連接,连接,11,11,11517,37114,4484,6016,604,388
連敗,连败,11,11,11517,6462,4484,2819,N/A,N/A
連累,连累,11,11,11517,3208,4484,1915,87,73
連貫,连贯,11,11,11517,486,4484,408,42,38
連勝,连胜,11,12,11517,6512,4484,2516,3,3
連結,连结,11,12,11517,32979,4484,5870,25,18
連載,连载,11,13,11517,2197,4484,1313,12,11
連綿,连绵,11,14,11517,432,4484,290,14,14
連環,连环,11,17,11517,4848,4484,2314,582,320
連鎖,连锁,11,18,11517,4940,4484,2372,131,104
連繫,连系,11,19,11517,29334,4484,5675,N/A,N/A
連續,连续,11,21,11517,15616,4484,4986,583,459
部下,部下,11,3,34796,153565,5762,6239,114,76
部分,部分,11,4,34796,48396,5762,6077,5232,2783
部件,部件,11,6,34796,31611,5762,5746,113,66
部份,部份,11,6,34796,14754,5762,4662,N/A,N/A
部位,部位,11,7,34796,31427,5762,5606,263,210
部長,部长,11,8,34796,42596,5762,5903,539,200
部門,部门,11,8,34796,25908,5762,5498,1526,952
部首,部首,11,9,34796,12927,5762,4153,1,1
部族,部族,11,11,34796,4959,5762,1791,105,40
部隊,部队,11,12,34796,27111,5762,4217,1152,502
部署,部署,11,13,34796,1227,5762,696,185,139
部落,部落,11,13,34796,10041,5762,3666,2197,248
部屬,部属,11,21,34796,5358,5762,2835,7,7
都市,都市,11,5,180587,10453,6237,3571,200,144
都會,都会,11,13,180587,321488,6237,6242,213,205
酗酒,酗酒,11,10,494,21171,329,4457,491,327
野人,野人,11,2,4775,373292,2186,6240,107,85
野心,野心,11,4,4775,83418,2186,6225,177,153
野火,野火,11,4,4775,18479,2186,4630,23,16
野牛,野牛,11,4,4775,7043,2186,2611,86,24
野史,野史,11,5,4775,8002,2186,2553,1,1
野外,野外,11,5,4775,31747,2186,5860,165,130
野生,野生,11,5,4775,162725,2186,6237,164,121
野地,野地,11,6,4775,78129,2186,6211,22,19
野兔,野兔,11,8,4775,1452,2186,611,21,20
野味,野味,11,8,4775,11803,2186,4466,19,15
野性,野性,11,8,4775,28102,2186,5317,96,79
野果,野果,11,8,4775,91471,2186,6216,3,3
野狗,野狗,11,8,4775,13978,2186,3042,3,3
野花,野花,11,8,4775,17379,2186,4923,25,22
野草,野草,11,10,4775,3811,2186,1987,30,25
野馬,野马,11,10,4775,34892,2186,5560,220,92
野鳥,野鸟,11,11,4775,3408,2186,1509,N/A,N/A
野菊,野菊,11,12,4775,248,2186,123,N/A,N/A
野種,野种,11,14,4775,42396,2186,6034,29,15
野豬,野猪,11,15,4775,3020,2186,1271,88,32
野戰,野战,11,16,4775,18511,2186,3826,29,25
野貓,野猫,11,16,4775,4131,2186,1385,132,64
野餐,野餐,11,16,4775,10547,2186,3567,254,188
野營,野营,11,17,4775,4472,2186,1997,196,103
野鴿,野鸽,11,17,4775,567,2186,318,3,1
野雞,野鸡,11,18,4775,6321,2186,2270,30,18
野獸,野兽,11,19,4775,2168,2186,959,509,310
野蠻,野蛮,11,25,4775,1188,2186,808,410,285
釣具,钓具,11,8,1086,8138,592,3540,8,3
釣竿,钓竿,11,9,1086,149,592,112,11,8
釣魚,钓鱼,11,11,1086,7224,592,2253,546,326
釣餌,钓饵,11,14,1086,389,592,274,4,3
閉上,闭上,11,3,10059,236451,3749,6240,N/A,N/A
閉目,闭目,11,5,10059,22482,3749,5073,8,8
閉門,闭门,11,8,10059,25908,3749,5498,N/A,N/A
閉氣,闭气,11,10,10059,28334,3749,5724,N/A,N/A
閉起,闭起,11,10,10059,127575,3749,6238,N/A,N/A
閉塞,闭塞,11,13,10059,5309,3749,1986,13,12
閉幕,闭幕,11,14,10059,2616,3749,1590,7,7
閉嘴,闭嘴,11,15,10059,12089,3749,4167,N/A,N/A
閉關,闭关,11,19,10059,55693,3749,6152,14,4
陪同,陪同,11,6,7005,42995,3000,6029,104,98
陪伴,陪伴,11,7,7005,4854,3000,2410,295,259
陪客,陪客,11,9,7005,12810,3000,4261,4,4
陪笑,陪笑,11,10,7005,22282,3000,5225,N/A,N/A
陪送,陪送,11,10,7005,17550,3000,5050,N/A,N/A
陪葬,陪葬,11,13,7005,1988,3000,1028,50,44
陪審,陪审,11,15,7005,6285,3000,1853,34,26
陪襯,陪衬,11,21,7005,1392,3000,877,17,13
陪讀,陪读,11,22,7005,7138,3000,2915,1,1
陰天,阴天,11,4,3255,127053,1785,6234,11,9
陰毛,阴毛,11,4,3255,6487,1785,2867,3,3
陰功,阴功,11,5,3255,9452,1785,3833,3,3
陰平,阴平,11,5,3255,14739,1785,4773,N/A,N/A
陰宅,阴宅,11,6,3255,610,1785,441,N/A,N/A
陰冷,阴冷,11,7,3255,9199,1785,3680,22,21
陰沈,阴沉,11,7,3255,3347,1785,1974,55,50
陰性,阴性,11,8,3255,28102,1785,5317,157,109
陰毒,阴毒,11,9,3255,12056,1785,2944,1,1
陰唇,阴唇,11,10,3255,1212,1785,706,N/A,N/A
陰氣,阴气,11,10,3255,28334,1785,5724,N/A,N/A
陰乾,阴干,11,11,3255,60971,1785,6156,N/A,N/A
陰涼,阴凉,11,11,3255,1023,1785,736,13,13
陰莖,阴茎,11,11,3255,312,1785,160,269,127
陰部,阴部,11,11,3255,34796,1785,5762,50,39
陰森,阴森,11,12,3255,6955,1785,1687,28,25
陰間,阴间,11,12,3255,60047,1785,6174,51,33
陰暗,阴暗,11,13,3255,5176,1785,2561,172,142
陰道,阴道,11,13,3255,230531,1785,6241,309,167
陰影,阴影,11,15,3255,16924,1785,4515,453,323
陰曆,阴历,11,16,3255,8856,1785,3580,8,6
陰謀,阴谋,11,16,3255,7434,1785,2505,620,448
陰險,阴险,11,16,3255,13181,1785,4295,110,97
陰濕,阴湿,11,17,3255,1281,1785,899,3,3
陰囊,阴囊,11,22,3255,743,1785,489,33,27
陰霾,阴霾,11,22,3255,34,1785,33,33,32
陳皮,陈皮,11,5,1461,9160,827,3182,14,2
陳列,陈列,11,6,1461,4646,827,2129,29,21
陳年,陈年,11,6,1461,54824,827,6051,105,99
陳屍,陈尸,11,9,1461,7786,827,2176,N/A,N/A
陳述,陈述,11,9,1461,2432,827,1521,414,279
陳設,陈设,11,11,1461,9056,827,3473,3,3
陳腐,陈腐,11,14,1461,1209,827,756,15,15
陳舊,陈旧,11,18,1461,3630,827,2128,61,48
陵墓,陵墓,11,14,128,1449,71,696,37,19
陶土,陶土,11,3,709,4871,305,2067,14,11
陶工,陶工,11,3,709,44548,305,5692,N/A,N/A
陶冶,陶冶,11,7,709,18,305,16,1,1
陶俑,陶俑,11,9,709,58,305,43,1,1
陶瓷,陶瓷,11,11,709,332,305,180,78,49
陶醉,陶醉,11,15,709,3811,305,1967,96,86
陶器,陶器,11,16,709,16613,305,3955,36,24
陶藝,陶艺,11,19,709,4389,305,1868,23,13
陶鑄,陶铸,11,22,709,184,305,121,N/A,N/A
陷入,陷入,11,2,3142,24269,1934,5410,865,705
陷阱,陷阱,11,7,3142,600,1934,420,599,420
陷於,陷于,11,8,3142,45429,1934,6064,36,35
陷害,陷害,11,10,3142,25606,1934,5405,611,363
陷落,陷落,11,13,3142,10041,1934,3666,38,28
陸地,陆地,11,6,2197,78129,996,6211,146,95
陸軍,陆军,11,9,2197,15516,996,2873,242,147
陸路,陆路,11,13,2197,23462,996,5258,14,10
陸戰,陆战,11,16,2197,18511,996,3826,195,57
陸續,陆续,11,21,2197,15616,996,4986,32,31
雀斑,雀斑,11,12,400,657,247,345,38,25
雀躍,雀跃,11,21,400,961,247,573,39,27
雪人,雪人,11,2,3731,373292,1444,6240,56,38
雪山,雪山,11,3,3731,8779,1444,2648,126,50
雪白,雪白,11,5,3731,41987,1444,6007,21,19
雪地,雪地,11,6,3731,78129,1444,6211,34,28
雪花,雪花,11,8,3731,17379,1444,4923,124,75
雪亮,雪亮,11,9,3731,14157,1444,4410,7,7
雪茄,雪茄,11,9,3731,996,1444,607,373,228
雪堆,雪堆,11,11,3731,2888,1444,1900,14,12
雪崩,雪崩,11,11,3731,1246,1444,928,35,22
雪梨,雪梨,11,11,3731,272,1444,128,51,11
雪球,雪球,11,11,3731,24351,1444,4092,58,46
雪景,雪景,11,12,3731,3764,1444,2168,6,5
雪橇,雪橇,11,16,3731,220,1444,103,189,89
雪糕,雪糕,11,16,3731,7583,1444,3316,59,41
頂多,顶多,11,6,5080,104049,2608,6236,78,74
頂尖,顶尖,11,6,5080,2358,2608,1415,229,191
頂住,顶住,11,7,5080,38482,2608,5967,85,63
頂峰,顶峰,11,10,5080,748,2608,520,85,71
頂替,顶替,11,12,5080,5759,2608,2859,84,76
頂罪,顶罪,11,13,5080,14242,2608,3557,N/A,N/A
頂端,顶端,11,14,5080,2113,2608,1437,100,89
頂蓋,顶盖,11,14,5080,4414,2608,2045,7,6
頂嘴,顶嘴,11,15,5080,12089,2608,4167,85,73
頂撞,顶撞,11,15,5080,4230,2608,2035,33,26
頂樓,顶楼,11,15,5080,9176,2608,3251,119,83
頂頭,顶头,11,16,5080,49069,2608,6092,N/A,N/A
頂點,顶点,11,17,5080,128025,2608,6237,30,28
頂讓,顶让,11,24,5080,125114,2608,6230,N/A,N/A
頃刻,顷刻,11,8,30,9844,26,4038,10,10
魚丸,鱼丸,11,3,7224,771,2253,416,N/A,N/A
魚片,鱼片,11,4,7224,21431,2253,4899,20,18
魚市,鱼市,11,5,7224,10453,2253,3571,7,6
魚池,鱼池,11,6,7224,2372,2253,1203,13,10
魚肉,鱼肉,11,6,7224,6996,2253,2890,48,38
魚卵,鱼卵,11,7,7224,482,2253,254,N/A,N/A
魚尾,鱼尾,11,7,7224,3109,2253,1822,4,4
魚兒,鱼儿,11,8,7224,105402,2253,6066,91,63
魚刺,鱼刺,11,8,7224,4820,2253,2472,7,7
魚竿,鱼竿,11,9,7224,149,2253,112,30,26
魚缸,鱼缸,11,9,7224,709,2253,455,77,42
魚苗,鱼苗,11,9,7224,511,2253,266,2,2
魚翅,鱼翅,11,10,7224,597,2253,384,15,8
魚骨,鱼骨,11,10,7224,5311,2253,2149,N/A,N/A
魚船,鱼船,11,11,7224,9979,2253,1838,N/A,N/A
魚販,鱼贩,11,11,7224,1470,2253,705,7,6
魚場,鱼场,11,12,7224,34746,2253,5695,1,1
魚塘,鱼塘,11,13,7224,193,2253,132,5,3
魚群,鱼群,11,13,7224,4880,2253,2586,6,4
魚網,鱼网,11,14,7224,5948,2253,2424,22,20
魚餌,鱼饵,11,14,7224,389,2253,274,52,39
魚膠,鱼胶,11,15,7224,1514,2253,897,N/A,N/A
魚鬆,鱼松,11,18,7224,9051,2253,3698,N/A,N/A
魚類,鱼类,11,19,7224,11326,2253,3929,58,42
魚鰓,鱼鳃,11,20,7224,10,2253,6,N/A,N/A
魚鰭,鱼鳍,11,21,7224,64,2253,37,N/A,N/A
魚鰾,鱼鳔,11,22,7224,N/A,2253,N/A,N/A,N/A
魚鱗,鱼鳞,11,23,7224,62,2253,51,13,11
鳥兒,鸟儿,11,8,3408,105402,1509,6066,231,159
鳥巢,鸟巢,11,11,3408,419,1509,277,25,20
鳥蛋,鸟蛋,11,11,3408,19135,1509,4431,N/A,N/A
鳥窩,鸟窝,11,14,3408,973,1509,694,19,11
鳥鳴,鸟鸣,11,14,3408,548,1509,347,6,6
鳥瞰,鸟瞰,11,17,3408,57,1509,53,16,16
鳥翼,鸟翼,11,17,3408,774,1509,419,N/A,N/A
鳥類,鸟类,11,19,3408,11326,1509,3929,98,66
鳥籠,鸟笼,11,22,3408,777,1509,499,41,21
鹵水,卤水,11,4,35,21793,28,5083,2,1
鹵味,卤味,11,8,35,11803,28,4466,N/A,N/A
鹵莽,卤莽,11,11,35,280,28,250,14,14
鹿肉,鹿肉,11,6,814,6996,388,2890,14,7
鹿角,鹿角,11,7,814,8735,388,3624,38,24
鹿茸,鹿茸,11,10,814,220,388,80,2,2
麥片,麦片,11,4,7500,21431,1630,4899,256,160
麥田,麦田,11,5,7500,1819,1630,625,50,27
麥穗,麦穗,11,17,7500,46,1630,16,3,3
麻木,麻木,11,4,11963,4924,4335,1858,134,114
麻布,麻布,11,5,11963,18253,4335,3969,26,18
麻油,麻油,11,8,11963,10553,4335,3172,5,3
麻疹,麻疹,11,10,11963,354,4335,206,67,30
麻袋,麻袋,11,11,11963,5787,4335,2741,45,38
麻雀,麻雀,11,11,11963,400,4335,247,59,34
麻黃,麻黄,11,12,11963,3694,4335,1838,7,6
麻煩,麻烦,11,13,11963,12442,4335,4634,7376,3516
麻痺,麻痹,11,13,11963,168,4335,127,152,116
麻醉,麻醉,11,15,11963,3811,4335,1967,336,200
麻醬,麻酱,11,18,11963,1586,4335,877,3,2
麻繩,麻绳,11,19,11963,1679,4335,809,15,9
傀儡,傀儡,12,17,110,110,84,84,109,84
傍晚,傍晚,12,11,132,50512,113,5876,82,78
傑出,杰出,12,5,13140,129404,1523,6239,335,256
傑作,杰作,12,7,13140,68168,1523,6143,266,221
傘骨,伞骨,12,10,768,5311,349,2149,N/A,N/A
備用,备用,12,5,27669,79299,5661,6222,351,248
備件,备件,12,6,27669,31611,5661,5746,4,4
備份,备份,12,6,27669,14754,5661,4662,129,99
備有,备有,12,6,27669,533631,5661,6243,N/A,N/A
備考,备考,12,6,27669,11613,5661,4125,6,4
備忘,备忘,12,7,27669,12906,5661,4727,N/A,N/A
備取,备取,12,8,27669,12409,5661,4588,N/A,N/A
備受,备受,12,8,27669,38688,5661,6019,114,107
備查,备查,12,9,27669,31095,5661,4609,N/A,N/A
備案,备案,12,10,27669,23014,5661,3954,37,30
備註,备注,12,12,27669,15259,5661,4984,42,17
備課,备课,12,15,27669,5285,5661,2073,7,5
備戰,备战,12,16,27669,18511,5661,3826,31,26
傢伙,家伙,12,6,112387,37637,6236,5529,13846,4064
傢具,家具,12,8,112387,8138,6236,3540,429,303
傢俬,家俬,12,9,112387,1,6236,1,N/A,N/A
傢俱,家具,12,10,112387,8138,6236,3540,429,303
凱旋,凯旋,12,11,7371,1420,1051,808,67,42
剩下,剩下,12,3,5308,153565,2940,6239,3118,2074
剩菜,剩菜,12,12,5308,4069,2940,1930,47,38
剩飯,剩饭,12,12,5308,10037,2940,3683,30,24
剩餘,剩余,12,15,5308,2819,2940,1967,206,167
割地,割地,12,6,1534,78129,929,6211,N/A,N/A
