Character,CHR/million,logCHR,logCHR-CD,HomoDensity,Num-Neighbors
我,43956.7,6.3137,3.7953,1,261
的,37618.23,6.246,3.7954,1,9
你,30845.37,6.1598,3.7953,3,261
是,25022.86,6.069,3.7954,29,306
了,21220.47,5.9974,3.7954,3,261
不,19313.7,5.9565,3.7954,12,304
们,14981.59,5.8462,3.7954,1,10
这,13531.75,5.8020000000000005,3.7954,2,306
一,12895.86,5.7811,3.7952,10,278
他,12050.89,5.7516,3.7953,7,277
么,11908.43,5.7465,3.7943,8,278
在,11664.27,5.7375,3.7953,3,305
有,11392.37,5.7272,3.7954,6,262
个,9669.35,5.656000000000001,3.7953,1,11
好,8811.92,5.6157,3.7953,8,304
来,8067.74,5.5774,3.7953,5,218
人,7969.33,5.572,3.7952,5,219
那,7792.81,5.5623,3.7951,5,305
要,7594.4,5.5511,3.7954,4,306
会,6863.37,5.5072,3.7953,15,306
就,6699.1,5.4966,3.7954,11,305
什,6558.0,5.4874,3.7951,10,220
没,6273.85,5.4682,3.7953,13,219
到,6196.08,5.4627,3.7954,8,305
说,6016.96,5.45,3.7954,1,276
吗,5408.46,5.4037,3.7879,3,278
为,5320.78,5.3966,3.7953,13,220
想,5282.82,5.3935,3.7953,4,262
能,5158.23,5.3831,3.7954,1,217
上,5047.94,5.3737,3.7952,4,305
去,4960.3,5.3661,3.7953,3,305
道,4921.55,5.3627,3.7953,8,305
她,4920.21,5.3626,3.7883,7,277
很,4688.66,5.3417,3.7952,3,261
看,4568.08,5.3304,3.7951,2,305
可,4540.24,5.3277,3.7951,2,262
知,4516.16,5.3254,3.7951,11,278
得,4441.7,5.3182,3.7951,1,259
过,4232.99,5.2973,3.7952,1,306
吧,4209.1,5.2948,3.795,1,12
还,4107.27,5.2842,3.7951,7,220
对,4094.55,5.2828,3.7949,5,304
里,4071.08,5.2803,3.7953,9,262
以,3939.02,5.266,3.795,8,262
都,3855.31,5.2567,3.795,3,277
事,3836.72,5.2546,3.795,29,306
子,3793.53,5.2497,3.7951,6,261
生,3473.98,5.2115,3.795,6,278
时,3471.55,5.2111,3.7952,10,220
样,3445.88,5.2079,3.795,4,306
也,3414.22,5.2039,3.795,4,262
和,3329.06,5.1929,3.7941,14,305
下,3278.42,5.1863,3.7951,4,305
真,3008.64,5.149,3.7948,11,277
现,2941.37,5.1392,3.7952,12,306
做,2910.44,5.1346,3.7944,5,304
大,2885.48,5.1308,3.795,1,306
啊,2804.05,5.1184,3.7872,2,275
怎,2769.79,5.1131,3.7949,1,259
出,2762.62,5.1119,3.7951,4,278
点,2733.18,5.1073,3.795,4,261
起,2723.57,5.1058,3.795,5,262
天,2712.43,5.104,3.7948,2,277
把,2708.75,5.1034,3.7948,2,263
开,2707.07,5.1031,3.7953,3,276
让,2671.03,5.0973,3.7945,2,304
给,2644.84,5.093,3.7948,1,259
但,2609.59,5.0872,3.7892,10,305
谢,2576.11,5.0816,3.7885,14,306
着,2507.97,5.0699,3.7941,11,218
只,2506.47,5.0697,3.795,11,262
些,2415.02,5.0535,3.7944,3,278
如,2414.61,5.0535,3.7948,5,219
家,2399.32,5.0507,3.7949,13,278
后,2346.55,5.0411,3.7937,4,305
儿,2250.2,5.0228,3.7829,3,219
多,2221.32,5.0172,3.7949,4,219
意,2206.48,5.0143,3.795,37,306
别,2178.3,5.0087,3.7946,1,305
所,2144.36,5.0019,3.7946,4,260
话,2132.29,4.9995,3.7942,5,305
小,2123.52,4.9977,3.7944,2,261
自,2107.08,4.9943,3.7947,5,305
回,1979.27,4.9671,3.7947,2,220
然,1953.71,4.9615,3.7946,3,218
果,1952.79,4.9613,3.7935,3,262
发,1870.79,4.9427,3.7942,3,277
见,1830.08,4.9331,3.7938,19,305
心,1780.87,4.9213,3.7941,9,276
走,1766.93,4.9178,3.7935,1,260
定,1743.28,4.912,3.7937,5,305
听,1741.42,4.9115,3.7939,3,277
觉,1732.56,4.9093,3.7910000000000004,7,305
太,1726.9,4.9079,3.7924,7,305
该,1721.59,4.9066,3.7939,1,277
当,1712.77,4.9043,3.7938,3,277
经,1712.32,4.9042,3.7934,14,277
妈,1697.85,4.9005,3.7257,3,278
用,1692.94,4.8993,3.7939,2,304
打,1692.15,4.8991,3.7926,1,262
地,1667.96,4.8928,3.7932,10,306
再,1666.04,4.8923,3.7945,3,305
因,1655.38,4.8895,3.7925,7,278
呢,1651.14,4.8884,3.7921,1,8
女,1637.3,4.8848,3.7845,2,259
告,1635.29,4.8842,3.7922,3,305
最,1622.49,4.8808,3.7938,3,304
手,1614.14,4.8786,3.7914,3,261
前,1606.2,4.8764,3.7937,8,220
找,1570.89,4.8668,3.7881,3,261
行,1560.79,4.864,3.7925,5,220
快,1556.33,4.8627,3.7885,7,303
而,1546.97,4.8601,3.7893,3,219
死,1521.23,4.8528,3.7802,1,261
先,1521.16,4.8528,3.7873,6,278
像,1519.73,4.8524,3.7891,6,306
等,1519.69,4.8524,3.7908,1,261
被,1496.95,4.8458,3.7894,10,305
从,1489.91,4.8438,3.793,3,218
明,1489.06,4.8435,3.7925,7,219
中,1488.97,4.8435,3.7901,6,277
哦,1481.18,4.8412,3.7346,1,220
情,1479.02,4.8406,3.7908,3,220
作,1455.3,4.8336,3.7884,5,304
跟,1437.78,4.8283,3.7706,2,276
面,1430.69,4.8262,3.7924,2,305
诉,1403.75,4.8179,3.7889,9,305
爱,1393.14,4.8146,3.7766,7,306
已,1389.36,4.8134,3.7913,8,262
之,1382.44,4.8113,3.7899,11,278
问,1374.33,4.8087,3.7882,3,306
错,1349.9,4.8009,3.7910000000000004,4,304
孩,1336.45,4.7966,3.7691,3,220
斯,1321.1,4.7916,3.6166,12,277
成,1309.7,4.7878,3.7906,11,220
它,1308.08,4.7873,3.7745,7,277
感,1303.43,4.7857,3.7875,7,260
干,1301.66,4.7851,3.7893,8,220
法,1296.94,4.7835,3.7847,2,261
电,1286.86,4.7802,3.764,11,305
间,1281.93,4.7785,3.7906,16,277
哪,1269.8,4.7744,3.7907,2,261
西,1260.09,4.771,3.787,24,278
己,1252.62,4.7684,3.7898,6,262
候,1245.42,4.7659,3.7902,4,305
次,1240.53,4.7642,3.7912,3,305
信,1236.69,4.7629,3.7859,2,304
欢,1234.32,4.7621,3.7799,3,278
正,1221.47,4.7575,3.7914,5,305
实,1217.09,4.756,3.7889,10,220
关,1188.98,4.7458,3.7889999999999997,7,277
进,1188.61,4.7457,3.7883,10,305
车,1186.71,4.745,3.7379,1,277
年,1170.43,4.739,3.7818,6,219
喜,1162.06,4.7359,3.7761,6,262
认,1159.71,4.735,3.7827,6,305
克,1145.64,4.7297,3.6266,6,306
爸,1132.02,4.7245,3.6361,4,307
谁,1128.58,4.7232,3.7891,1,217
方,1126.0,4.7222,3.7883,4,278
老,1124.82,4.7217,3.7745,4,262
应,1114.53,4.7177,3.7880000000000003,8,278
比,1106.68,4.7146,3.7818,5,262
帮,1089.07,4.7077,3.78,4,277
无,1086.82,4.7068,3.7869,9,220
晚,1078.37,4.7034,3.7691,7,262
动,1051.94,4.6926,3.7813,6,305
头,1047.56,4.6908,3.7848,2,219
机,1044.0,4.6893,3.7747,22,278
分,1033.2,4.6848,3.7837,6,306
特,1029.54,4.6833,3.738,2,303
相,1021.67,4.6799,3.786,7,278
全,1015.03,4.6771,3.7825,9,220
杀,1006.0,4.6732,3.6957,8,278
需,995.09,4.6685,3.7791,8,277
放,993.32,4.6677,3.7869,1,306
常,990.22,4.6664,3.778,4,220
直,985.52,4.6643,3.7884,12,220
才,982.98,4.6632,3.7891,4,220
美,972.67,4.6586,3.7648,6,261
于,969.85,4.6573,3.7828,42,276
带,966.74,4.6559,3.7826,10,305
今,960.18,4.6530000000000005,3.7779,9,277
力,957.68,4.6518,3.7788,23,306
工,951.05,4.6488,3.7553,12,277
许,943.4,4.6453,3.7764,1,261
东,940.14,4.6438,3.7807,5,277
名,922.89,4.6358,3.7778,7,219
同,917.89,4.6334,3.7802,9,220
长,909.37,4.6294,3.7711,2,261
亲,907.34,4.6284,3.7643,3,276
种,905.1,4.6273,3.7806,4,261
者,901.88,4.6258,3.7702,2,262
嘿,896.8,4.6233,3.6846,3,275
白,896.37,4.6231,3.7787,1,220
学,895.88,4.6229,3.7416,1,220
安,890.65,4.6203,3.7669,6,277
尔,881.36,4.6158,3.5789999999999997,5,261
叫,881.04,4.6156,3.7781,7,305
理,877.41,4.6138,3.7752,9,262
本,876.64,4.6135,3.7782,2,261
国,869.15,4.6097,3.7149,4,220
第,868.15,4.6092,3.7817,10,306
友,857.13,4.6037,3.7668,6,262
高,854.89,4.6025,3.7782,9,277
两,853.35,4.6018,3.7789,2,261
保,848.21,4.5991,3.7723,5,261
请,845.2,4.5976,3.7697,2,262
非,842.06,4.596,3.7689,7,278
重,840.54,4.5952,3.7834,2,219
公,838.84,4.5943,3.7597,12,277
记,832.77,4.5912,3.7760000000000002,24,306
身,827.48,4.5884,3.7789,10,278
受,825.94,4.5876,3.7795,9,305
住,821.54,4.5853,3.7758,10,306
活,816.29,4.5825,3.7784,1,219
加,814.67,4.5816,3.7656,13,278
何,810.98,4.5796,3.7705,12,219
伙,803.5,4.5756,3.7426,3,261
题,801.09,4.5743,3.7751,11,220
完,800.32,4.5739,3.7805,6,220
接,792.34,4.5695,3.7793,8,278
拿,791.06,4.5688,3.7758,2,219
望,785.44,4.5657,3.7782,4,305
解,781.83,4.5637,3.7717,4,262
其,774.64,4.5597,3.7769,23,220
离,762.68,4.553,3.7713,12,220
谈,762.22,4.5527,3.7254,8,220
又,761.49,4.5523,3.7782,11,306
新,757.82,4.5502,3.7711,9,276
更,755.68,4.5489999999999995,3.7775,14,277
钱,751.95,4.5468,3.6921,8,220
马,744.9,4.5427,3.7451,4,262
思,744.11,4.5423,3.7738,12,277
部,742.85,4.5415,3.7606,12,304
场,741.78,4.5409,3.7555,3,262
嗯,739.5,4.5396,3.6485,2,276
计,738.43,4.5389,3.748,24,306
任,733.31,4.5359,3.7611,6,305
确,726.5,4.5319,3.7708,5,305
吃,722.21,4.5293,3.7398,6,278
始,718.98,4.5273,3.7755,7,262
结,704.06,4.5182,3.7686,13,220
利,702.74,4.5174,3.7231,23,306
朋,701.16,4.5164,3.7539999999999996,9,220
警,695.14,4.5127,3.6456,9,261
士,682.56,4.5048,3.7175,29,306
外,677.76,4.5017,3.7679,1,304
件,674.86,4.4998,3.7594,19,305
难,671.06,4.4974,3.7735,5,217
位,670.93,4.4973,3.7487,13,306
表,670.24,4.4969,3.742,4,260
刚,668.75,4.4959,3.76,7,277
希,666.04,4.4941,3.7645,24,278
查,663.84,4.4927,3.6636,6,219
拉,661.96,4.4915,3.6592,4,276
边,661.21,4.4910000000000005,3.7611,5,277
或,660.34,4.4904,3.7532,14,305
将,650.28,4.4837,3.7141,8,277
男,647.21,4.4817,3.7332,5,217
准,646.63,4.4813,3.761,3,259
变,644.84,4.4801,3.7655,7,305
证,643.99,4.4795,3.7289999999999996,5,305
物,642.15,4.4783,3.7484,13,306
员,638.48,4.4758,3.7141,15,220
总,636.19,4.4742,3.7615,1,261
噢,626.33,4.4674,3.5511,1,306
系,626.24,4.4674,3.7539999999999996,6,306
几,622.36,4.4647,3.7672,6,262
管,621.38,4.4639999999999995,3.7672,2,261
玩,618.35,4.4619,3.7439,6,220
处,613.61,4.4585,3.766,4,306
办,612.84,4.458,3.7578,7,305
主,611.17,4.4568,3.7547,7,262
气,604.9,4.4523,3.7577,13,306
每,604.3,4.4519,3.7622,6,261
少,603.44,4.4513,3.7693,1,262
切,602.08,4.4503,3.7513,6,305
失,601.8,4.4501,3.7605,10,278
算,600.95,4.4495,3.7607,2,304
性,599.94,4.4487,3.7257,5,306
此,598.83,4.4479,3.7482,3,261
必,596.91,4.4465,3.7534,25,306
备,590.7,4.442,3.7529,10,305
合,584.49,4.4374,3.7507,12,219
德,579.6,4.4338,3.4969,3,218
队,578.79,4.4331,3.625,5,304
试,573.13,4.4289,3.7302,29,306
抱,572.21,4.4282,3.742,7,305
医,568.67,4.4255,3.6182,10,278
通,568.24,4.4252,3.7458,3,278
体,567.66,4.4247,3.7366,1,262
乐,564.8,4.4225,3.7088,9,304
并,561.11,4.4197,3.7318,4,305
三,560.94,4.4195,3.7397,2,277
早,558.48,4.4176,3.7536,5,261
门,553.1,4.4134,3.7402,2,219
害,546.66,4.4083,3.7328,5,306
歉,543.26,4.4056,3.7291,6,306
选,542.66,4.4052,3.6904,1,261
嗨,541.08,4.4039,3.6316,2,278
房,538.97,4.4022,3.7118,3,220
命,534.02,4.3982,3.7183,1,305
且,528.89,4.394,3.7374,1,261
向,525.09,4.3909,3.7434,6,306
兴,521.72,4.3881,3.7431,6,278
球,519.86,4.3865,3.6119,9,219
服,518.33,4.3852,3.74,17,220
入,518.11,4.3851,3.7332,4,305
照,517.77,4.3848,3.7132,7,305
提,512.97,4.3807,3.7483,11,220
掉,508.53,4.3769,3.7386,5,305
夫,507.4,4.376,3.6568,8,278
路,500.88,4.3704,3.7208,13,305
演,498.98,4.3687,3.5907,5,262
够,496.55,4.3666,3.7539,5,305
日,494.25,4.3646,3.7127,1,303
案,491.32,4.362,3.597,7,305
舞,487.44,4.3585,3.4571,8,262
决,486.71,4.3579,3.7328,13,218
求,486.18,4.3574,3.7253,9,219
约,486.0,4.3573,3.6641,2,276
字,485.54,4.3568,3.7279,5,305
呃,485.34,4.3567,3.5245,14,305
肯,484.83,4.3562,3.7346,4,259
目,479.96,4.3518,3.7053,12,304
笑,475.69,4.348,3.7181,8,305
伤,472.81,4.3453,3.7184,4,277
神,471.32,4.3439,3.7031,2,220
父,471.06,4.3437,3.6353,16,306
指,470.1,4.3428,3.7252,11,262
报,467.62,4.3405,3.6959,7,305
留,466.66,4.3396,3.7389,10,220
水,465.25,4.3383,3.7061,1,260
教,464.72,4.3378,3.6608,7,305
枪,463.95,4.3371,3.5256,2,278
清,462.41,4.3357,3.7387,9,278
色,461.65,4.3349,3.7064,6,303
号,460.51,4.3339,3.6696,8,304
世,460.41,4.3338,3.7133,29,306
远,460.0,4.3334,3.7421,1,262
片,457.53,4.331,3.6901,3,304
官,456.97,4.3305,3.5436,7,277
口,456.54,4.3301,3.7329,1,261
师,455.28,4.3289,3.6465,10,278
原,454.17,4.3278,3.7456,15,220
酒,451.97,4.3257,3.6489999999999996,6,261
周,450.29,4.3241,3.6986,5,278
星,447.77,4.3217,3.6546,6,278
识,445.72,4.3197,3.7322,29,306
赛,436.69,4.3108,3.432,1,304
救,436.01,4.3101,3.6519999999999997,11,305
底,431.46,4.3056,3.7349,4,262
棒,427.19,4.3012,3.6526,7,305
须,425.82,4.2999,3.7015,8,277
收,420.83,4.2947,3.7191,1,277
交,418.84,4.2927,3.7134,14,277
坐,418.71,4.2925,3.7169,5,304
停,417.67,4.2915,3.7082,4,219
卡,417.07,4.2908,3.573,2,261
尼,417.01,4.2908,3.4486,4,219
婚,416.17,4.2899,3.5508,3,277
格,415.81,4.2895,3.6286,9,220
眼,410.9,4.2844,3.7191,5,262
金,410.11,4.2835,3.6437,9,277
蛋,408.51,4.2818,3.6465,10,305
息,407.89,4.2812,3.7163,9,220
室,407.83,4.2811,3.6825,29,306
内,407.14,4.2804,3.7032,1,303
运,404.88,4.2780000000000005,3.7155,6,305
根,403.58,4.2766,3.7223,2,276
单,403.36,4.2763,3.7244,11,305
宝,402.6,4.2755,3.6243,5,261
哥,402.32,4.2752,3.5669999999999997,8,278
张,400.05,4.2727,3.7067,5,277
搞,397.07,4.2695,3.7007,3,261
战,395.19,4.2674,3.5827,9,305
火,394.5,4.2667,3.6656,3,261
罗,393.84,4.2659,3.4622,8,219
至,392.69,4.2647,3.7309,22,306
万,391.43,4.2633,3.6654,4,306
声,389.79,4.2615,3.7039999999999997,6,278
布,389.68,4.2613,3.5987,12,304
音,389.17,4.2608,3.6576,7,278
期,387.33,4.2587,3.7057,23,220
条,387.14,4.2585,3.7035,3,219
消,386.48,4.2578,3.7135,15,277
买,385.24,4.2564,3.6615,1,261
病,384.96,4.256,3.6018,4,305
整,384.73,4.2558,3.7204,2,261
奇,383.25,4.2541,3.6898,23,220
弟,379.33,4.2496,3.549,10,306
犯,378.34,4.2485,3.6348,6,306
装,376.44,4.2463,3.7014,4,276
贝,375.57,4.2453,3.5973,10,305
您,374.91,4.2445,3.5038,1,217
送,374.67,4.2443,3.7033,5,305
怕,374.67,4.2443,3.7082,2,305
护,371.15,4.2402,3.6577,8,306
度,371.13,4.2401,3.7026,8,306
花,371.02,4.24,3.6922,1,277
节,370.98,4.24,3.6301,13,220
近,369.97,4.2388,3.7227,10,305
怪,369.93,4.2387,3.7023,1,305
持,369.36,4.2381,3.7039999999999997,6,220
光,369.03,4.2377,3.6978,2,277
与,368.52,4.2371,3.6812,9,260
穿,366.67,4.2349,3.6862,3,278
愿,365.75,4.2338,3.7037,5,306
象,363.08,4.2306,3.6812,6,306
影,361.31,4.2285,3.6547,3,262
击,361.18,4.2283,3.6260000000000003,19,220
使,361.07,4.2282,3.6913,7,262
二,358.96,4.2257,3.6906,2,305
喝,357.46,4.2239,3.6506,6,305
月,355.99,4.2221,3.6658,9,304
器,354.67,4.2204,3.5971,13,306
察,353.11,4.2185,3.5771,6,219
制,352.66,4.218,3.6831,22,306
嘛,352.58,4.2179,3.6325,2,220
哈,351.98,4.2171,3.5243,2,275
助,350.87,4.2158,3.6884,10,306
达,350.4,4.2152,3.6081,4,220
海,350.21,4.2149,3.5705,2,262
待,348.28,4.2126,3.7091,3,277
托,347.49,4.2116,3.6253,4,278
除,346.6,4.2105,3.7191,6,220
写,343.35,4.2064,3.6278,2,262
绝,341.67,4.2042,3.6993,13,218
界,341.47,4.204,3.6689999999999996,8,306
帝,341.32,4.2038,3.5869999999999997,10,306
姐,340.15,4.2023,3.5522,4,262
反,339.87,4.2019,3.6938,2,262
担,339.45,4.2014,3.7089,3,277
司,337.69,4.1992,3.5841,12,277
强,336.35,4.1974,3.6636,5,220
由,335.88,4.1968,3.6947,8,220
论,335.86,4.1968,3.6892,1,304
飞,335.54,4.1964,3.5505,7,278
亚,334.94,4.1956,3.4755,5,307
续,333.38,4.1936,3.6978,11,305
视,332.64,4.1926,3.6691,29,306
母,332.1,4.1919,3.6162,6,260
空,331.27,4.1908,3.6645,1,277
军,331.25,4.1908,3.4583,5,276
跑,330.8,4.1902,3.6536,1,262
阿,330.67,4.19,3.4749,2,275
尽,330.09,4.1893,3.7018,10,305
注,325.76,4.1835,3.6976,10,306
弄,325.48,4.1832,3.6857,1,304
密,324.52,4.1819,3.6293,8,306
线,323.86,4.181,3.6316,12,306
代,323.26,4.1802,3.6764,10,305
忙,323.01,4.1798,3.6908,5,217
坏,322.47,4.1791,3.7006,1,304
久,321.79,4.1782,3.6996,6,261
议,319.01,4.1744,3.6316,37,306
衣,318.97,4.1744,3.641,10,278
血,317.54,4.1724,3.5564,2,262
钟,317.2,4.172,3.6634,6,277
继,315.53,4.1697,3.6859,24,306
礼,315.3,4.1694,3.6034,9,262
数,314.98,4.1689,3.6646,9,262
份,314.98,4.1689,3.6686,6,306
疯,314.94,4.1689,3.6689999999999996,9,277
平,314.66,4.1685,3.6788,11,217
止,314.51,4.1683,3.6872,11,262
十,314.49,4.1682,3.6208,10,220
拜,314.3,4.168,3.647,4,306
鬼,312.67,4.1657,3.5812,4,261
睡,311.67,4.1643,3.6273,3,304
啦,310.77,4.1631,3.5214,4,276
调,310.39,4.1625,3.6371,5,305
巴,308.38,4.1597,3.5156,7,279
兄,306.85,4.1575,3.5483,4,276
紧,306.82,4.1575,3.6727,6,261
站,305.93,4.1562,3.6567,9,305
品,305.67,4.1559,3.6273,1,262
英,304.13,4.1537,3.5987,8,278
罪,304.05,4.1536,3.5511,3,304
文,303.07,4.1522,3.5732,6,220
亮,302.23,4.151,3.6444,5,305
抓,302.23,4.151,3.6222,1,275
跳,301.7,4.1502,3.5459,2,305
联,301.38,4.1497,3.6035,7,219
混,299.57,4.1471,3.6113,2,305
便,298.5,4.1456,3.6839,7,305
狗,298.41,4.1454,3.4832,3,261
脑,297.47,4.1441,3.6489999999999996,3,261
业,297.35,4.1439,3.6381,9,306
歌,296.06,4.1419999999999995,3.4163,8,278
精,295.64,4.1414,3.6548,14,277
包,293.37,4.138,3.6611,5,277
转,293.33,4.138,3.6569,1,261
却,292.63,4.1369,3.6661,5,305
参,289.79,4.1327,3.62,2,277
院,289.57,4.1324,3.5797,5,306
务,288.53,4.1308,3.616,13,306
基,286.67,4.128,3.5758,22,278
台,286.16,4.1272,3.5678,4,219
另,285.48,4.1262,3.6882,2,306
恩,285.33,4.126,3.4064,2,276
书,285.22,4.1258,3.5606,12,278
统,285.11,4.1256,3.5231,3,262
风,283.96,4.1239,3.6435,9,277
况,283.28,4.1228,3.6584,5,305
四,282.7,4.122,3.6413,11,305
黑,282.23,4.1212,3.5898,3,275
否,282.0,4.1209,3.6556,2,259
险,281.4,4.1199,3.633,5,262
言,281.29,4.1198,3.6585,14,220
米,280.95,4.1193,3.4016,4,262
杰,280.52,4.1186,3.1827,13,220
校,280.14,4.118,3.4914,8,305
幸,279.86,4.1176,3.6644,5,306
传,279.33,4.1167,3.638,3,220
复,278.41,4.1153,3.6582,16,306
量,276.96,4.113,3.6445,5,305
首,275.98,4.1115,3.6184,3,261
改,275.74,4.1111,3.6598,1,261
忘,275.53,4.1108,3.6746,4,305
术,274.2,4.1087,3.5583,10,306
局,274.03,4.1084,3.5645,6,220
客,273.48,4.1075,3.6295,6,306
假,273.44,4.1075,3.6448,5,306
永,272.32,4.1057,3.648,12,260
维,272.09,4.1053,3.4648,13,220
岁,272.07,4.1053,3.6134,8,305
据,271.77,4.1048,3.5916,11,278
派,271.21,4.1039,3.5799,2,305
票,270.89,4.1034,3.4592,1,305
兰,266.26,4.0959,3.3986,8,219
恶,265.69,4.095,3.6189,2,261
烦,265.62,4.0949,3.6660000000000004,10,220
取,264.92,4.0937,3.6616,3,261
游,264.11,4.0924,3.5882,8,220
糟,263.19,4.0909,3.6518,2,277
令,263.17,4.0909,3.5957,2,306
随,261.48,4.0881,3.6782,2,219
五,261.44,4.088,3.5945,8,262
圣,259.88,4.0854,3.4594,5,306
式,259.22,4.0843,3.6552,29,306
探,258.85,4.0837,3.4651,4,306
嘴,258.09,4.0824,3.6198,1,260
毒,257.38,4.0812,3.4689,5,220
越,256.85,4.0803,3.5621,9,304
律,256.78,4.0802,3.4832,5,305
费,256.53,4.0798,3.6291,8,306
科,255.48,4.078,3.5043,11,278
麻,255.4,4.0778,3.637,2,220
简,255.18,4.0775,3.6527,14,261
易,255.1,4.0773,3.6381,37,306
流,255.03,4.0772,3.6366,10,220
治,254.9,4.077,3.5362,22,306
唱,254.52,4.0763,3.3487,2,306
答,254.2,4.0758,3.6438,4,220
倒,253.52,4.0746,3.6516,8,305
划,253.43,4.0745,3.6012,5,219
控,253.32,4.0743,3.5964,1,305
味,251.98,4.072,3.6499,13,306
区,251.28,4.0708,3.5937,10,277
漂,249.99,4.0686,3.6015,3,277
支,249.72,4.0681,3.6002,11,278
乎,249.42,4.0676,3.6506,3,278
录,248.65,4.0662,3.5591,13,305
考,247.92,4.0649,3.6154,4,260
超,247.41,4.064,3.5835,3,277
拍,247.18,4.0636,3.4634,1,277
轻,246.86,4.0631,3.6451,9,278
连,245.87,4.0613,3.6517,7,219
往,245.85,4.0613,3.6303,4,261
组,245.21,4.0602,3.5312,5,261
满,244.72,4.0593,3.6584,2,261
造,244.68,4.0592,3.609,6,305
弹,244.66,4.0592,3.4495,10,305
静,244.38,4.0587,3.6138,12,305
故,244.12,4.0582,3.6166,4,305
吸,243.8,4.0577,3.5703,24,278
喂,243.72,4.0575,3.4911,13,306
集,243.44,4.0569999999999995,3.6993,19,220
极,243.18,4.0566,3.6136,19,220
讲,243.01,4.0563,3.594,4,261
块,242.97,4.0562,3.5792,7,303
趣,242.91,4.0561,3.6344,3,305
类,241.8,4.0541,3.5943,2,306
呀,241.43,4.0534,3.4082,1,12
戏,241.11,4.0528,3.5725,6,306
曾,240.69,4.0521,3.6337,5,276
容,240.49,4.0517,3.6572,12,217
步,240.39,4.0515,3.6058,12,304
投,240.34,4.0515,3.4789,2,219
化,240.13,4.0511,3.6114,5,305
未,240.09,4.051,3.6095,13,306
束,239.55,4.05,3.6454,10,306
醒,238.17,4.0475,3.6025,2,262
威,237.87,4.047,3.5261,4,278
班,237.4,4.0461,3.5573,8,277
终,237.27,4.0459,3.6492,6,277
差,237.23,4.0458,3.6588,5,277
梦,236.61,4.0447,3.5357,2,305
赢,235.95,4.0434,3.4802,11,220
药,235.63,4.0429,3.5037,4,306
迪,235.54,4.0427,3.2271,9,220
店,235.28,4.0422,3.5358,11,305
丽,234.92,4.0416,3.3909,23,306
卖,234.69,4.0411,3.5525,3,305
显,234.37,4.0405,3.6387,5,262
监,233.71,4.0393,3.5119,16,277
图,232.92,4.0378,3.5763,8,220
半,232.92,4.0378,3.6376,7,305
语,230.84,4.0339,3.5635,9,260
付,229.05,4.0306,3.6164,16,306
热,228.45,4.0294,3.5968,1,304
排,228.09,4.0287,3.6071,3,219
楚,228.07,4.0287,3.6342,3,262
偷,226.1,4.0249,3.5401,1,277
敢,226.04,4.0248,3.6429,7,260
油,225.29,4.0234,3.5013,8,220
餐,225.17,4.0231,3.5523,2,277
破,225.04,4.0229,3.6241,5,306
莱,224.38,4.0216,3.239,5,218
杯,223.44,4.0198,3.551,5,277
市,223.16,4.0192,3.5528,29,306
城,222.16,4.0173,3.5418,11,220
哇,221.3,4.0156,3.512,4,278
权,219.53,4.0121,3.5459,9,220
某,218.76,4.0106,3.6158,2,261
激,218.55,4.0102,3.6135,22,278
立,217.63,4.0083,3.5999,23,306
程,217.42,4.0079,3.6009,11,220
伊,217.35,4.0078,3.1853,10,278
讨,216.71,4.0065,3.6183,1,262
责,215.62,4.0043,3.5942,6,217
昨,214.83,4.0027,3.5797,1,220
闭,214.75,4.0026,3.5739,25,306
庭,214.43,4.0019,3.5047,4,219
落,214.36,4.0018,3.5642,7,305
饭,214.28,4.0016,3.5662,6,306
林,213.3,3.9996,3.4,9,217
换,213.25,3.9995,3.6189999999999998,6,306
及,213.04,3.9991,3.6098,19,220
船,213.04,3.9991,3.2643,3,220
争,212.61,3.9982,3.5402,9,277
猜,212.48,3.998,3.5889,1,278
洛,212.42,3.9978,3.3204,7,305
级,211.2,3.9953,3.5721,19,220
姆,210.67,3.9942,3.2117,6,260
雷,210.24,3.9933,3.2183,4,220
刻,210.16,3.9932,3.6062,6,306
建,208.62,3.99,3.5889,19,305
团,208.11,3.9889,3.5294,1,217
王,207.79,3.9882,3.3688,2,219
惊,207.0,3.9866,3.6138,14,277
迎,204.71,3.9818,3.5396,11,220
段,204.46,3.9812,3.6095,5,305
标,204.35,3.9810000000000003,3.5494,8,276
检,202.66,3.9774,3.4929,14,261
各,202.6,3.9773,3.5262,4,306
义,202.56,3.9772,3.5869999999999997,37,306
百,202.15,3.9763,3.534,3,262
民,202.13,3.9763,3.4597,4,218
功,201.79,3.9755,3.5835,12,277
唯,201.77,3.9755,3.6316,13,220
夜,201.49,3.9749,3.5686,9,306
示,200.96,3.9737,3.5964,29,306
靠,200.91,3.9736,3.5931,3,304
释,199.74,3.9711,3.5827,29,306
脸,199.61,3.9708,3.5802,1,261
引,198.48,3.9683,3.592,5,262
择,197.82,3.9669,3.5741,6,217
疑,197.67,3.9666,3.5664,16,220
赶,197.52,3.9662,3.6009,7,260
俩,197.31,3.9658,3.5492,2,261
独,196.47,3.9639,3.5917,5,220
冷,196.39,3.9637,3.5658,1,260
妹,196.26,3.9635,3.3560000000000003,7,305
楼,195.9,3.9627,3.512,3,219
皮,195.55,3.9619,3.5027,8,220
存,195.45,3.9617,3.5645,1,219
